1,сталь,https://media.spreadthesign.com/video/mp4/31/326291.mp4,0,videos/z__1_0_сталь.mp4
2,циркулярка,https://media.spreadthesign.com/video/mp4/31/332286.mp4,0,videos/z__2_0_циркулярка.mp4
3,ножиці,https://media.spreadthesign.com/video/mp4/31/326120.mp4,0,videos/z__3_0_ножиці.mp4
4,гайка,https://media.spreadthesign.com/video/mp4/31/331353.mp4,0,videos/z__4_0_гайка.mp4
5,деревина,https://media.spreadthesign.com/video/mp4/31/326518.mp4,0,videos/z__5_0_деревина.mp4
6,молоток,https://media.spreadthesign.com/video/mp4/31/329438.mp4,0,videos/z__6_0_молоток.mp4
7,береза,https://media.spreadthesign.com/video/mp4/31/327076.mp4,0,videos/z__7_0_береза.mp4
10,бетон,https://media.spreadthesign.com/video/mp4/31/328185.mp4,0,videos/z__10_0_бетон.mp4
11,цемент,https://media.spreadthesign.com/video/mp4/31/332273.mp4,0,videos/z__11_0_цемент.mp4
12,нержавіючий,https://media.spreadthesign.com/video/mp4/31/326280.mp4,0,videos/z__12_0_нержавіючий.mp4
16,дах,https://media.spreadthesign.com/video/mp4/31/328730.mp4,0,videos/z__16_0_дах.mp4
18,двері,https://media.spreadthesign.com/video/mp4/31/328731.mp4,0,videos/z__18_0_двері.mp4
19,папка для документів,https://media.spreadthesign.com/video/mp4/31/110409.mp4,0,videos/z__19_0_папка для документів.mp4
20,літак,https://media.spreadthesign.com/video/mp4/31/110648.mp4,0,videos/z__20_0_літак.mp4
21,механізм,https://media.spreadthesign.com/video/mp4/31/329411.mp4,0,videos/z__21_0_механізм.mp4
22,процес розмивання дерева,https://media.spreadthesign.com/video/mp4/31/326072.mp4,0,videos/z__22_0_процес розмивання дерева.mp4
23,лісоматеріали,https://media.spreadthesign.com/video/mp4/31/326376.mp4,0,videos/z__23_0_лісоматеріали.mp4
24,легкоокислюваний метал,https://media.spreadthesign.com/video/mp4/31/326977.mp4,0,videos/z__24_0_легкоокислюваний метал.mp4
25,щипці,https://media.spreadthesign.com/video/mp4/31/331073.mp4,0,videos/z__25_0_щипці.mp4
26,щітка для зачистки проводів,https://media.spreadthesign.com/video/mp4/31/331077.mp4,0,videos/z__26_0_щітка для зачистки проводів.mp4
28,жолоб,https://media.spreadthesign.com/video/mp4/31/328815.mp4,0,videos/z__28_0_жолоб.mp4
29,канал,https://media.spreadthesign.com/video/mp4/31/327605.mp4,0,videos/z__29_0_канал.mp4
30,залізо,https://media.spreadthesign.com/video/mp4/31/328832.mp4,0,videos/z__30_0_залізо.mp4
31,підкладка з паперу,https://media.spreadthesign.com/video/mp4/31/331981.mp4,0,videos/z__31_0_підкладка з паперу.mp4
32,шарнір,https://media.spreadthesign.com/video/mp4/31/331029.mp4,0,videos/z__32_0_шарнір.mp4
33,захисний шолом,https://media.spreadthesign.com/video/mp4/31/326085.mp4,0,videos/z__33_0_захисний шолом.mp4
34,газ,https://media.spreadthesign.com/video/mp4/31/328932.mp4,0,videos/z__34_0_газ.mp4
36,розмір,https://media.spreadthesign.com/video/mp4/31/326203.mp4,0,videos/z__36_0_розмір.mp4
37,лінійка,https://media.spreadthesign.com/video/mp4/31/326078.mp4,0,videos/z__37_0_лінійка.mp4
38,робочий одяг,https://media.spreadthesign.com/video/mp4/31/326523.mp4,0,videos/z__38_0_робочий одяг.mp4
40,канат,https://media.spreadthesign.com/video/mp4/31/326066.mp4,0,videos/z__40_0_канат.mp4
41,наждачний папір,https://media.spreadthesign.com/video/mp4/31/326104.mp4,0,videos/z__41_0_наждачний папір.mp4
42,залізний кут,https://media.spreadthesign.com/video/mp4/31/326788.mp4,0,videos/z__42_0_залізний кут.mp4
43,ящик для інструментів,https://media.spreadthesign.com/video/mp4/31/326383.mp4,0,videos/z__43_0_ящик для інструментів.mp4
44,арматура,https://media.spreadthesign.com/video/mp4/31/328158.mp4,0,videos/z__44_0_арматура.mp4
45,монтерські кігті,https://media.spreadthesign.com/video/mp4/31/329441.mp4,0,videos/z__45_0_монтерські кігті.mp4
46,лак для дерева,https://media.spreadthesign.com/video/mp4/31/326517.mp4,0,videos/z__46_0_лак для дерева.mp4
48,дриль,https://media.spreadthesign.com/video/mp4/31/328796.mp4,0,videos/z__48_0_дриль.mp4
50,цвях,https://media.spreadthesign.com/video/mp4/31/330095.mp4,0,videos/z__50_0_цвях.mp4
50,цвях,https://media.spreadthesign.com/video/mp4/31/331904.mp4,1,videos/z__50_1_цвях.mp4
51,шуруп,https://media.spreadthesign.com/video/mp4/31/326128.mp4,0,videos/z__51_0_шуруп.mp4
52,труба,https://media.spreadthesign.com/video/mp4/31/332196.mp4,0,videos/z__52_0_труба.mp4
53,дуб,https://media.spreadthesign.com/video/mp4/31/328800.mp4,0,videos/z__53_0_дуб.mp4
58,мідь,https://media.spreadthesign.com/video/mp4/31/331702.mp4,0,videos/z__58_0_мідь.mp4
61,шпаклівка,https://media.spreadthesign.com/video/mp4/31/331062.mp4,0,videos/z__61_0_шпаклівка.mp4
62,рівень будівельний,https://media.spreadthesign.com/video/mp4/31/326263.mp4,0,videos/z__62_0_рівень будівельний.mp4
63,директива,https://media.spreadthesign.com/video/mp4/31/331491.mp4,0,videos/z__63_0_директива.mp4
64,опускатися,https://media.spreadthesign.com/video/mp4/31/326197.mp4,0,videos/z__64_0_опускатися.mp4
65,силікон,https://media.spreadthesign.com/video/mp4/31/326189.mp4,0,videos/z__65_0_силікон.mp4
66,керамічна пластина,https://media.spreadthesign.com/video/mp4/31/331641.mp4,0,videos/z__66_0_керамічна пластина.mp4
68,квадратний метр,https://media.spreadthesign.com/video/mp4/31/326277.mp4,0,videos/z__68_0_квадратний метр.mp4
70,метр,https://media.spreadthesign.com/video/mp4/31/329409.mp4,0,videos/z__70_0_метр.mp4
71,міліметр,https://media.spreadthesign.com/video/mp4/31/321965.mp4,0,videos/z__71_0_міліметр.mp4
72,обсяг,https://media.spreadthesign.com/video/mp4/31/321969.mp4,0,videos/z__72_0_обсяг.mp4
73,вага,https://media.spreadthesign.com/video/mp4/31/326486.mp4,0,videos/z__73_0_вага.mp4
74,сантиметр,https://media.spreadthesign.com/video/mp4/31/321957.mp4,0,videos/z__74_0_сантиметр.mp4
75,довжина,https://media.spreadthesign.com/video/mp4/31/321963.mp4,0,videos/z__75_0_довжина.mp4
76,висота,https://media.spreadthesign.com/video/mp4/31/321961.mp4,0,videos/z__76_0_висота.mp4
77,ширина,https://media.spreadthesign.com/video/mp4/31/321970.mp4,0,videos/z__77_0_ширина.mp4
79,дециметр,https://media.spreadthesign.com/video/mp4/31/328749.mp4,0,videos/z__79_0_дециметр.mp4
80,квадратний,https://media.spreadthesign.com/video/mp4/31/321929.mp4,0,videos/z__80_0_квадратний.mp4
80,квадратний,https://media.spreadthesign.com/video/mp4/31/321930.mp4,1,videos/z__80_1_квадратний.mp4
81,просочування деревини,https://media.spreadthesign.com/video/mp4/31/326519.mp4,0,videos/z__81_0_просочування деревини.mp4
82,червоне дерево,https://media.spreadthesign.com/video/mp4/31/331002.mp4,0,videos/z__82_0_червоне дерево.mp4
83,ліс,https://media.spreadthesign.com/video/mp4/31/329366.mp4,0,videos/z__83_0_ліс.mp4
85,Ніж,https://media.spreadthesign.com/video/mp4/31/329513.mp4,0,videos/z__85_0_Ніж.mp4
86,жалити,https://media.spreadthesign.com/video/mp4/31/326298.mp4,0,videos/z__86_0_жалити.mp4
88,захисне взуття,https://media.spreadthesign.com/video/mp4/31/326098.mp4,0,videos/z__88_0_захисне взуття.mp4
89,стіна,https://media.spreadthesign.com/video/mp4/31/326468.mp4,0,videos/z__89_0_стіна.mp4
90,підлога,https://media.spreadthesign.com/video/mp4/31/329911.mp4,0,videos/z__90_0_підлога.mp4
91,Добре,https://media.spreadthesign.com/video/mp4/31/111474.mp4,0,videos/z__91_0_Добре.mp4
91,Добре,https://media.spreadthesign.com/video/mp4/31/111475.mp4,1,videos/z__91_1_Добре.mp4
92,електричний цвяхозабивач,https://media.spreadthesign.com/video/mp4/31/331549.mp4,0,videos/z__92_0_електричний цвяхозабивач.mp4
93,Платформа з дерев'яних рейок,https://media.spreadthesign.com/video/mp4/31/331985.mp4,0,videos/z__93_0_Платформа з дерев_яних рейок.mp4
94,зовнішні вхідні двері,https://media.spreadthesign.com/video/mp4/31/328878.mp4,0,videos/z__94_0_зовнішні вхідні двері.mp4
97,підсилювач,https://media.spreadthesign.com/video/mp4/31/326786.mp4,0,videos/z__97_0_підсилювач.mp4
99,позначка,https://media.spreadthesign.com/video/mp4/31/332005.mp4,0,videos/z__99_0_позначка.mp4
100,обмежувач глибини свердління,https://media.spreadthesign.com/video/mp4/31/329535.mp4,0,videos/z__100_0_обмежувач глибини свердління.mp4
101,втулка для свердління,https://media.spreadthesign.com/video/mp4/31/328663.mp4,0,videos/z__101_0_втулка для свердління.mp4
102,зубило,https://media.spreadthesign.com/video/mp4/31/327088.mp4,0,videos/z__102_0_зубило.mp4
103,тримач для інструментів,https://media.spreadthesign.com/video/mp4/31/327091.mp4,0,videos/z__103_0_тримач для інструментів.mp4
104,універсальний,https://media.spreadthesign.com/video/mp4/31/111416.mp4,0,videos/z__104_0_універсальний.mp4
104,універсальний,https://media.spreadthesign.com/video/mp4/31/111417.mp4,1,videos/z__104_1_універсальний.mp4
105,стрічково-шліфувальний верстат,https://media.spreadthesign.com/video/mp4/31/326113.mp4,0,videos/z__105_0_стрічково-шліфувальний верстат.mp4
106,верстак,https://media.spreadthesign.com/video/mp4/31/326525.mp4,0,videos/z__106_0_верстак.mp4
